Authors/Speakers,Title,datetime,type,day,date,time,start_time,end_time
"Andrey Kolobov,Sebastien Bubeck,Julian Zimmert",Online Learning for Active Cache Synchronization,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Andrey Kolobov,Sebastien Bubeck,Julian Zimmert",Online Learning for Active Cache Synchronization,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Xingyu Xie,Hao Kong,Jianlong Wu,Wayne Zhang,Guangcan Liu,Zhouchen Lin",Maximum-and-Concatenation Networks,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Xingyu Xie,Hao Kong,Jianlong Wu,Wayne Zhang,Guangcan Liu,Zhouchen Lin",Maximum-and-Concatenation Networks,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Christopher DeCarolis,Mukul A Ram,Seyed  Esmaeili,Yu-Xiang Wang,Furong Huang",An end-to-end Differentially Private Latent Dirichlet Allocation Using a Spectral Algorithm,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Christopher DeCarolis,Mukul A Ram,Seyed  Esmaeili,Yu-Xiang Wang,Furong Huang",An end-to-end Differentially Private Latent Dirichlet Allocation Using a Spectral Algorithm,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Pranjal Awasthi,Natalie Frank,Mehryar Mohri",Adversarial Learning Guarantees for Linear Hypotheses and Neural Networks,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Pranjal Awasthi,Natalie Frank,Mehryar Mohri",Adversarial Learning Guarantees for Linear Hypotheses and Neural Networks,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Richard Zhang,Daniel Golovin",Random Hypervolume Scalarizations for Provable Multi-Objective Black Box Optimization,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Richard Zhang,Daniel Golovin",Random Hypervolume Scalarizations for Provable Multi-Objective Black Box Optimization,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
Kaito Fujii,Approximation Guarantees of Local Search Algorithms via Localizability of Set Functions,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
Kaito Fujii,Approximation Guarantees of Local Search Algorithms via Localizability of Set Functions,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Dandan Guo,Bo Chen,Ruiying Lu,Mingyuan Zhou",Recurrent Hierarchical Topic-Guided RNN for Language Generation,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Dandan Guo,Bo Chen,Ruiying Lu,Mingyuan Zhou",Recurrent Hierarchical Topic-Guided RNN for Language Generation,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"QUANMING YAO,Hansi Yang,Bo Han,Gang Niu,James Kwok",Searching to Exploit Memorization Effect in Learning with Noisy Labels,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"QUANMING YAO,Hansi Yang,Bo Han,Gang Niu,James Kwok",Searching to Exploit Memorization Effect in Learning with Noisy Labels,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Gregory Plumb,Jonathan Terhorst,Sriram Sankararaman,Ameet Talwalkar",Explaining Groups of Points in Low-Dimensional Representations,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Gregory Plumb,Jonathan Terhorst,Sriram Sankararaman,Ameet Talwalkar",Explaining Groups of Points in Low-Dimensional Representations,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Zonghan Yang,Yang Liu,Chenglong Bao,Zuoqiang Shi",Interpolation between CNNs and ResNets,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Zonghan Yang,Yang Liu,Chenglong Bao,Zuoqiang Shi",Interpolation between CNNs and ResNets,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Julien Hendrickx,Alex Olshevsky,Venkatesh Saligrama",Minimax Rate for Learning From Pairwise Comparisons in the BTL Model,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Julien Hendrickx,Alex Olshevsky,Venkatesh Saligrama",Minimax Rate for Learning From Pairwise Comparisons in the BTL Model,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Sen Wu,Hongyang Zhang,Gregory Valiant,Christopher Re",On the Generalization Effects of Linear Transformations in Data Augmentation,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Sen Wu,Hongyang Zhang,Gregory Valiant,Christopher Re",On the Generalization Effects of Linear Transformations in Data Augmentation,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Shiyu Li,Edward Hanson,Hai Li,Yiran Chen",PENNI: Pruned Kernel Sharing for Efficient CNN Inference,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Shiyu Li,Edward Hanson,Hai Li,Yiran Chen",PENNI: Pruned Kernel Sharing for Efficient CNN Inference,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Aaron Lou,Isay Katsman,Qingxuan Jiang,Serge Belongie,Ser Nam Lim,Christopher De Sa",Differentiating through the Fréchet Mean,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Aaron Lou,Isay Katsman,Qingxuan Jiang,Serge Belongie,Ser Nam Lim,Christopher De Sa",Differentiating through the Fréchet Mean,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Niccolo Dalmasso,Rafael Izbicki,Ann Lee",Confidence Sets and Hypothesis Testing in a Likelihood-Free Inference Setting,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Niccolo Dalmasso,Rafael Izbicki,Ann Lee",Confidence Sets and Hypothesis Testing in a Likelihood-Free Inference Setting,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Tony Duan,Anand Avati,Daisy Ding,Khanh K. Thai,Sanjay Basu,Andrew Ng,Alejandro Schuler",NGBoost: Natural Gradient Boosting for Probabilistic Prediction,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Tony Duan,Anand Avati,Daisy Ding,Khanh K. Thai,Sanjay Basu,Andrew Ng,Alejandro Schuler",NGBoost: Natural Gradient Boosting for Probabilistic Prediction,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Changyi Xiao,Ligang Liu",Generative Flows with Matrix Exponential,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Changyi Xiao,Ligang Liu",Generative Flows with Matrix Exponential,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Scott M Jordan,Yash Chandak,Daniel Cohen,Mengxue Zhang,Philip Thomas",Evaluating the Performance of Reinforcement Learning Algorithms,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Scott M Jordan,Yash Chandak,Daniel Cohen,Mengxue Zhang,Philip Thomas",Evaluating the Performance of Reinforcement Learning Algorithms,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Kaveh Hassani,Amir Hosein Khasahmadi",Contrastive Multi-View Representation Learning on Graphs,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Kaveh Hassani,Amir Hosein Khasahmadi",Contrastive Multi-View Representation Learning on Graphs,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Yusuke Tsuzuku,Issei Sato,Masashi Sugiyama",Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks Using PAC-Bayesian Analysis,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yusuke Tsuzuku,Issei Sato,Masashi Sugiyama",Normalized Flat Minima: Exploring Scale Invariant Definition of Flat Minima for Neural Networks Using PAC-Bayesian Analysis,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Xu Chu,Yang Lin,Xiting Wang,Xin Gao,Qi Tong,Hailong Yu,Yasha Wang",Distance Metric Learning with Joint Representation Diversification,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Xu Chu,Yang Lin,Xiting Wang,Xin Gao,Qi Tong,Hailong Yu,Yasha Wang",Distance Metric Learning with Joint Representation Diversification,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Jiaxian Guo,Mingming Gong,Tongliang Liu,Kun Zhang,Dacheng Tao",LTF: A Label Transformation Framework for Correcting Label Shift,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Jiaxian Guo,Mingming Gong,Tongliang Liu,Kun Zhang,Dacheng Tao",LTF: A Label Transformation Framework for Correcting Label Shift,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yansong Gao,Pratik Chaudhari",A Free-Energy Principle for Representation Learning,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yansong Gao,Pratik Chaudhari",A Free-Energy Principle for Representation Learning,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Indra Kumar,Suresh Venkatasubramanian,Carlos  Scheidegger,Sorelle Friedler",Problems with Shapley-value-based explanations as feature importance measures,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Indra Kumar,Suresh Venkatasubramanian,Carlos  Scheidegger,Sorelle Friedler",Problems with Shapley-value-based explanations as feature importance measures,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Sangheum Hwang,Jooyoung Moon,Jihyo Kim,Younghak Shin",Confidence-Aware Learning for Deep Neural Networks,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Sangheum Hwang,Jooyoung Moon,Jihyo Kim,Younghak Shin",Confidence-Aware Learning for Deep Neural Networks,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"AmirEmad Ghassami,Alan Yang,Negar Kiyavash,Kun Zhang",Characterizing Distribution Equivalence and Structure Learning for Cyclic and Acyclic Directed Graphs,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"AmirEmad Ghassami,Alan Yang,Negar Kiyavash,Kun Zhang",Characterizing Distribution Equivalence and Structure Learning for Cyclic and Acyclic Directed Graphs,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"John Miller,Karl Krauth,Ludwig Schmidt,Benjamin Recht",The Effect of Natural Distribution Shift on Question Answering Models,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"John Miller,Karl Krauth,Ludwig Schmidt,Benjamin Recht",The Effect of Natural Distribution Shift on Question Answering Models,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Runchao Ma,Qihang Lin,Tianbao Yang",Quadratically Regularized Subgradient Methods for Weakly Convex Optimization with Weakly Convex Constraints,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Runchao Ma,Qihang Lin,Tianbao Yang",Quadratically Regularized Subgradient Methods for Weakly Convex Optimization with Weakly Convex Constraints,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Abhishek Kumar,Ben Poole",On Implicit Regularization in ββ-VAEs,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Abhishek Kumar,Ben Poole",On Implicit Regularization in ββ-VAEs,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Martin Mladenov,Elliot Creager,Omer Ben-Porat,Kevin Swersky,Richard Zemel,Craig Boutilier",Optimizing Long-term Social Welfare in Recommender Systems: A Constrained Matching Approach,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Martin Mladenov,Elliot Creager,Omer Ben-Porat,Kevin Swersky,Richard Zemel,Craig Boutilier",Optimizing Long-term Social Welfare in Recommender Systems: A Constrained Matching Approach,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yi Hao,Alon Orlitsky",Data Amplification: Instance-Optimal Property Estimation ,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yi Hao,Alon Orlitsky",Data Amplification: Instance-Optimal Property Estimation ,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Huajie Shao,Shuochao Yao,Dachun Sun,Aston Zhang,Shengzhong Liu,Dongxin Liu,Jun Wang,Tarek Abdelzaher",ControlVAE: Controllable Variational Autoencoder,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Huajie Shao,Shuochao Yao,Dachun Sun,Aston Zhang,Shengzhong Liu,Dongxin Liu,Jun Wang,Tarek Abdelzaher",ControlVAE: Controllable Variational Autoencoder,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Will Grathwohl,Kuan-Chieh Wang,Joern-Henrik Jacobsen,David Duvenaud,Richard Zemel",Learning the Stein Discrepancy for Training and Evaluating Energy-Based Models without Sampling,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Will Grathwohl,Kuan-Chieh Wang,Joern-Henrik Jacobsen,David Duvenaud,Richard Zemel",Learning the Stein Discrepancy for Training and Evaluating Energy-Based Models without Sampling,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Brian Williamson,Jean Feng",Efficient nonparametric statistical inference on population feature importance using Shapley values,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Brian Williamson,Jean Feng",Efficient nonparametric statistical inference on population feature importance using Shapley values,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Keerti Anand,Rong Ge,Debmalya Panigrahi",Customizing ML Predictions for Online Algorithms,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Keerti Anand,Rong Ge,Debmalya Panigrahi",Customizing ML Predictions for Online Algorithms,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yonggan Fu,Wuyang Chen,Haotao Wang,Haoran Li,Yingyan Lin,Zhangyang Wang",AutoGAN-Distiller: Searching to Compress Generative Adversarial Networks,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yonggan Fu,Wuyang Chen,Haotao Wang,Haoran Li,Yingyan Lin,Zhangyang Wang",AutoGAN-Distiller: Searching to Compress Generative Adversarial Networks,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Sen Na,Yuwei Luo,Zhuoran Yang,Zhaoran Wang,Mladen Kolar",Semiparametric Nonlinear Bipartite Graph Representation Learning with Provable Guarantees,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Sen Na,Yuwei Luo,Zhuoran Yang,Zhaoran Wang,Mladen Kolar",Semiparametric Nonlinear Bipartite Graph Representation Learning with Provable Guarantees,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Daniel Kunin,Aran Nayebi,Javier Sagastuy-Brena,Surya Ganguli,Jonathan Bloom,Daniel Yamins",Two Routes to Scalable Credit Assignment without Weight Symmetry,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Daniel Kunin,Aran Nayebi,Javier Sagastuy-Brena,Surya Ganguli,Jonathan Bloom,Daniel Yamins",Two Routes to Scalable Credit Assignment without Weight Symmetry,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Zhun Deng,Hangfeng He,Jiaoyang Huang,Weijie Su",Towards Understanding the Dynamics of the First-Order Adversaries,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Zhun Deng,Hangfeng He,Jiaoyang Huang,Weijie Su",Towards Understanding the Dynamics of the First-Order Adversaries,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Yibo Yang,Robert Bamler,Stephan Mandt",Variable-Bitrate Neural Compression via Bayesian Arithmetic Coding,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yibo Yang,Robert Bamler,Stephan Mandt",Variable-Bitrate Neural Compression via Bayesian Arithmetic Coding,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Di Chen,Yiwei Bai,Wenting Zhao,Sebastian Ament,John Gregoire,Carla Gomes",Deep Reasoning Networks for Unsupervised Pattern De-mixing with Constraint Reasoning,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Di Chen,Yiwei Bai,Wenting Zhao,Sebastian Ament,John Gregoire,Carla Gomes",Deep Reasoning Networks for Unsupervised Pattern De-mixing with Constraint Reasoning,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Greg Yang,Tony Duan,J. Edward Hu,Hadi Salman,Ilya Razenshteyn,Jerry Li",Randomized Smoothing of All Shapes and Sizes,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Greg Yang,Tony Duan,J. Edward Hu,Hadi Salman,Ilya Razenshteyn,Jerry Li",Randomized Smoothing of All Shapes and Sizes,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yaodong Yang,Jianye Hao,Guangyong Chen,Hongyao Tang,Yingfeng Chen,Yujing Hu,Changjie Fan,Zhongyu Wei",Q-value Path Decomposition for Deep Multiagent Reinforcement Learning,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yaodong Yang,Jianye Hao,Guangyong Chen,Hongyao Tang,Yingfeng Chen,Yujing Hu,Changjie Fan,Zhongyu Wei",Q-value Path Decomposition for Deep Multiagent Reinforcement Learning,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Hussein Mozannar,Mesrob Ohannessian,Nati Srebro",Fair Learning with Private Demographic Data,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Hussein Mozannar,Mesrob Ohannessian,Nati Srebro",Fair Learning with Private Demographic Data,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Matthew Fahrbach,Gramoz Goranci,Sushant Sachdeva,Richard Peng,Chi Wang",Faster Graph Embeddings via Coarsening,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Matthew Fahrbach,Gramoz Goranci,Sushant Sachdeva,Richard Peng,Chi Wang",Faster Graph Embeddings via Coarsening,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Yash Chandak,Georgios Theocharous,Shiv Shankar,Martha White,Sridhar Mahadevan,Philip Thomas",Optimizing for the Future in Non-Stationary MDPs,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yash Chandak,Georgios Theocharous,Shiv Shankar,Martha White,Sridhar Mahadevan,Philip Thomas",Optimizing for the Future in Non-Stationary MDPs,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Samyadeep Basu,Xuchen You,Soheil Feizi",On Second-Order Group Influence Functions for Black-Box Predictions,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Samyadeep Basu,Xuchen You,Soheil Feizi",On Second-Order Group Influence Functions for Black-Box Predictions,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Tanner Fiez,Benjamin Chasnov,Lillian  Ratliff","Implicit Learning Dynamics in Stackelberg Games: Equilibria Characterization, Convergence Analysis, and Empirical Study",Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Tanner Fiez,Benjamin Chasnov,Lillian  Ratliff","Implicit Learning Dynamics in Stackelberg Games: Equilibria Characterization, Convergence Analysis, and Empirical Study",Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Cuong Nguyen,Tal Hassner,Cedric Archambeau,Matthias W Seeger",LEEP: A New Measure to Evaluate Transferability of Learned Representations,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Cuong Nguyen,Tal Hassner,Cedric Archambeau,Matthias W Seeger",LEEP: A New Measure to Evaluate Transferability of Learned Representations,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Yu-Sheng Li,Wei-Lin Chiang,Ching-pei Lee",Manifold Identification for Ultimately Communication-Efficient Distributed Optimization,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Yu-Sheng Li,Wei-Lin Chiang,Ching-pei Lee",Manifold Identification for Ultimately Communication-Efficient Distributed Optimization,Wed Jul 15 04:00 AM -- 04:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,04:00 AM,04:45 AM
"Sepideh Mahabadi,Ali Vakilian",(Individual) Fairness for k-Clustering,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Sepideh Mahabadi,Ali Vakilian",(Individual) Fairness for k-Clustering,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Mathias Staudigl,Pavel Dvurechenskii,Shimrit Shtern,Kamil Safin,Petr Ostroukhov",Self-concordant analysis of Frank-Wolfe algorithm,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Mathias Staudigl,Pavel Dvurechenskii,Shimrit Shtern,Kamil Safin,Petr Ostroukhov",Self-concordant analysis of Frank-Wolfe algorithm,Wed Jul 15 05:00 AM -- 05:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,05:00 AM,05:45 AM
"Arturs Backurs,Yihe Dong,Piotr Indyk,Ilya Razenshteyn,Tal Wagner",Scalable Nearest Neighbor Search for Optimal Transport,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Arturs Backurs,Yihe Dong,Piotr Indyk,Ilya Razenshteyn,Tal Wagner",Scalable Nearest Neighbor Search for Optimal Transport,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Prashanth L.A.,Krishna Jagannathan,Ravi Kolla",Concentration bounds for CVaR estimation: The cases of light-tailed and heavy-tailed distributions,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
"Prashanth L.A.,Krishna Jagannathan,Ravi Kolla",Concentration bounds for CVaR estimation: The cases of light-tailed and heavy-tailed distributions,Wed Jul 15 03:00 AM -- 03:45 AM (CEST) ,Poster,Wed,Jul 15,Jul 15,03:00 AM,03:45 AM
"Qi Cai,Zhuoran Yang,Chi Jin,Zhaoran Wang",Provably Efficient Exploration in Policy Optimization,Tue Jul 14 04:00 PM -- 04:45 PM,Poster,Tue,Jul 14,Jul 14,04:00 PM,04:45 PM
